hash_md5,sha1,sha256,extension,filetype,mimetype,size,fecha_escaneo_vt,dia_escaneo_vt,fecha_agregado_virusshare,dia_agregado_virusshare,vt_positives,vt_total,detection_ratio,motores_detectaron,familia_probable,familia_score,familias_top,tipo_probable,tipo_score,tipos_top,detecciones_top,permalink,reporte_path
003fe0913d67209ea50de4500de4d48c,af6df206aebfb933a3ef717da4b7724cef1d9134,7a67e2919af4b230087309076dc7645b3a032025c5effa0ed5c6e5ab84359692,exe,"PE32 executable (GUI) Intel 80386, for MS Windows",application/x-dosexec,56320,2021-11-08T14:05:06+00:00,2021-11-08,2021-11-17T22:22:00+00:00,2021-11-17,55,69,0.7971,55,qukart,0.1273,qukart:7;berbew:7;hangup:6;dacic:5;proxy:3,trojan,0.2909,trojan:16;backdoor:12,Trojan.Win32.Save.a;Trojan.Qukart.Win32.555158;Generic.mg.003fe0913d67209e;W32.AIDetect.malware1;Win32.Trojan-Spy.Quart.a;Trojan/Win32.GenKryptik;W32/GenKryptik.BJQV!tr;Trojan.Heur!.03216021;Trojan ( 005780dd1 );Proxy.Qukart.gen,https://www.virustotal.com/gui/file/7a67e2919af4b230087309076dc7645b3a032025c5effa0ed5c6e5ab84359692/detection/f-7a67e2919af4b230087309076dc7645b3a032025c5effa0ed5c6e5ab84359692-1636380306,clasificacion\VirusShare_00499\reportes\reporte\003fe0913d67209ea50de4500de4d48c.json
0040557732bd699715b03ba5984cf1c1,1cf8d9aabcd6018829be19c9b904405bc5114e73,a02191c48c77f45165a963403cfaa9f80be6e0a2c3f57cabf649da18cf1b5abc,exe,"PE32 executable (GUI) Intel 80386, for MS Windows, UPX compressed",application/x-dosexec,240406,2021-11-10T12:15:33+00:00,2021-11-10,2021-11-17T06:35:16+00:00,2021-11-17,49,67,0.7313,49,sivis,0.2041,sivis:10;cosmu:2;bscope:1;siggen:1;fileinfector:1,trojan,0.2857,trojan:14;virus:5;ransomware:1,Trojan/Cosmu.isk;BScope.Trojan.Cosmu;Malicious (score: 100);Win32.Siggen.28;Win32/Agent.NBA;W32/Sivis.A;AI:FileInfector.0DC56C850D;BehavesLike.Win32.Generic.dh;W32.Suviapen;W32/Sivis.A!tr,https://www.virustotal.com/gui/file/a02191c48c77f45165a963403cfaa9f80be6e0a2c3f57cabf649da18cf1b5abc/detection/f-a02191c48c77f45165a963403cfaa9f80be6e0a2c3f57cabf649da18cf1b5abc-1636546533,clasificacion\VirusShare_00499\reportes\reporte\0040557732bd699715b03ba5984cf1c1.json
00407cffa19eefbfc16826bf6b32cc01,840525829fbeb8f1d11446883bda8b2d688e17af,f0004f89918bc33153ea6aef8104357bcf9707baffb54af3106c6e2b9fabf6ea,,"DOS batch file, ASCII text, with CRLF line terminators",text/x-msdos-batch,11264,2021-11-14T16:28:07+00:00,2021-11-14,2021-11-17T11:41:51+00:00,2021-11-17,16,57,0.2807,16,bomb,0.3125,bomb:5,trojan,0.1875,trojan:3,Gen:Heur.Bat.1 (B);Trojan.Bomb/BAT!1.DA49 (CLASSIC);BAT/Bomb.I;Trojan/Generic.ASMalwRG.158;BAT/Bomb.I!tr;Script:SNH-gen [Trj];Gen:Heur.Bat.1;Script:SNH-gen [Trj];Gen:Heur.Bat.1;Gen:Heur.Bat.1,https://www.virustotal.com/gui/file/f0004f89918bc33153ea6aef8104357bcf9707baffb54af3106c6e2b9fabf6ea/detection/f-f0004f89918bc33153ea6aef8104357bcf9707baffb54af3106c6e2b9fabf6ea-1636907287,clasificacion\VirusShare_00499\reportes\reporte\00407cffa19eefbfc16826bf6b32cc01.json
0041d89425c98bb2237aceaf8ef2a682,8777aab74ec29f1d540b4bdffcf964ea8e4d1172,1e39b0b08bb72f819b8aec22d6f4d1862cf39bec7c8b752e476cd2f90fe632c1,pdf,"PDF document, version 1.4",application/pdf,84451,2021-11-10T23:23:12+00:00,2021-11-10,2021-11-17T18:32:34+00:00,2021-11-17,26,60,0.4333,26,,0.0,gerphish:1;camelot:1;malurl:1,phishing,0.3846,phishing:10;trojan:7;stealer:2,PDF.Spam.Heur.1;Malicious (score: 99);Trojan/Generic.ASMalwRG.150;PDF/Phishing.4BCA!tr;Trojan.PDF.stealer.phishing.e;PDF.Spam.Heur.1;Trojan.Phishing!1.D9C3 (CLASSIC);PDF.Trojan-Stealer.Phishing.E;PDF.Z.Agent.84451.BX;Trojan.PDF.Phishing,https://www.virustotal.com/gui/file/1e39b0b08bb72f819b8aec22d6f4d1862cf39bec7c8b752e476cd2f90fe632c1/detection/f-1e39b0b08bb72f819b8aec22d6f4d1862cf39bec7c8b752e476cd2f90fe632c1-1636586592,clasificacion\VirusShare_00499\reportes\reporte\0041d89425c98bb2237aceaf8ef2a682.json
004267dafd9a83aba2dfdaf4b782ccdb,375d1828b4ab1f993ff43661f703ab2d42282bf2,0663f1252ac83a32163f71d7d23797c9f2ae729193aa92a40cc40dd7c7d8d3ed,exe,"MS-DOS executable, MZ for MS-DOS",application/x-dosexec,5732317,2021-11-16T18:47:08+00:00,2021-11-16,2021-11-17T14:48:02+00:00,2021-11-17,46,67,0.6866,46,ausiv,0.1957,ausiv:9;susgen:1;black:1;aidetect:1;trojware:1,trojan,0.4565,trojan:21;dropper:1,Trojan.Malware.121218.susgen;TR/Black.Gen2;Trojan.Ausiv!1.A52C (CLASSIC);Malicious (score: 100);W32.AIDetect.malware2;Trojan.Win32.Generic!BT;TROJ_GEN.R03BC0DKF21;TrojWare.Win32.Ausiv.A@7gzgk5;malicious.afd9a8;Trojan ( 7000001c1 ),https://www.virustotal.com/gui/file/0663f1252ac83a32163f71d7d23797c9f2ae729193aa92a40cc40dd7c7d8d3ed/detection/f-0663f1252ac83a32163f71d7d23797c9f2ae729193aa92a40cc40dd7c7d8d3ed-1637088428,clasificacion\VirusShare_00499\reportes\reporte\004267dafd9a83aba2dfdaf4b782ccdb.json
0043ed407b1d26433eb7dfbd7d62dab5,c71867df16bb22970426b4862849cf7c65b3cc78,5d9c28916237dcfa4315fbb8e7908fd7228a63c8a53e6eb455fc035b48a27937,pdf,"PDF document, version 1.4",application/pdf,71381,2021-11-14T04:13:23+00:00,2021-11-14,2021-11-18T10:13:54+00:00,2021-11-18,27,59,0.4576,27,,0.0,hoax:1;camelot:1;malurl:1,phishing,0.4815,phishing:13;trojan:6;stealer:1,HEUR:Hoax.PDF.Phish.gen;PDF.Spam.Heur.1;PDF.Spam.Heur.1;PDF/Phish.U.gen!Camelot;PDF:PhishingX-gen [Phish];PDF.Trojan-Stealer.Phishing.E;PDF/Phishing.A.Gen;Trojan.Phishing.e;PDF.Z.Agent.71381.EV;PDF:PhishingX-gen [Phish],https://www.virustotal.com/gui/file/5d9c28916237dcfa4315fbb8e7908fd7228a63c8a53e6eb455fc035b48a27937/detection/f-5d9c28916237dcfa4315fbb8e7908fd7228a63c8a53e6eb455fc035b48a27937-1636863203,clasificacion\VirusShare_00499\reportes\reporte\0043ed407b1d26433eb7dfbd7d62dab5.json
0046c18f10ce6496b5f2723d53e2a891,98ea2ac4fee456379fd5d8a0dac2115fe86a4fc4,606cec73c56b73189e8699c4732995c103ece38f53f5408f41005566ad93e446,pdf,"PDF document, version 1.4",application/pdf,121833,2021-11-10T04:04:59+00:00,2021-11-10,2021-11-17T16:23:36+00:00,2021-11-17,28,61,0.459,28,,0.0,camelot:1;malurl:1,phishing,0.4643,phishing:13;trojan:8;stealer:2,PDF.Spam.Heur.1;Malicious (score: 99);Trojan/Generic.ASMalwRG.151;PDF/Phishing.818B!tr;Trojan.WIN32.pdf.stealer.phishing.e;PDF.Spam.Heur.1;Trojan.Phishing/PDF!1.D8B8 (CLASSIC);PDF.Trojan-Stealer.Phishing.E;PDF.Phishing.43404;Trojan.PDF.Phishing,https://www.virustotal.com/gui/file/606cec73c56b73189e8699c4732995c103ece38f53f5408f41005566ad93e446/detection/f-606cec73c56b73189e8699c4732995c103ece38f53f5408f41005566ad93e446-1636517099,clasificacion\VirusShare_00499\reportes\reporte\0046c18f10ce6496b5f2723d53e2a891.json
0047897b9eebbd12c0f029522f9fcd17,61578e9fe8a178b0a79099643be9210c6dcd319a,764210ea945549f9dcbbcb450c34b16c43c27d325600e8e0c809d557db58a54a,exe,"PE32 executable (GUI) Intel 80386 (stripped to external PDB), for MS Windows, UPX compressed",application/x-dosexec,65536,2021-11-13T19:02:56+00:00,2021-11-13,2021-11-17T23:24:17+00:00,2021-11-17,45,68,0.6618,45,zusy,0.1556,zusy:7;genkryptik:2;kryptik:2;genome:2;aidetect:1,trojan,0.2889,trojan:13;virus:1,Suspicious.Win32.Save.a;Generic.mg.0047897b9eebbd12;W32.AIDetect.malware1;Trojan/Generic.ASMalwS.23431;W32/GenKryptik.CRKJ!tr;Trojan ( 005415ef1 );Trojan.Malware.300983.susgen;Gen:NN.ZexaF.34266.eqY@augH7dl;Malicious (score: 100);Gen:Variant.Zusy.367870,https://www.virustotal.com/gui/file/764210ea945549f9dcbbcb450c34b16c43c27d325600e8e0c809d557db58a54a/detection/f-764210ea945549f9dcbbcb450c34b16c43c27d325600e8e0c809d557db58a54a-1636830176,clasificacion\VirusShare_00499\reportes\reporte\0047897b9eebbd12c0f029522f9fcd17.json
004944f7924a9a0b62c27d73a8152034,8528b40f852a57d1d103dcf2e17a5d42856e4117,1e732ca7be350e0706d71ee87e67d4f14712cfe59de597c62d180b05994f382e,exe,"PE32 executable (console) Intel 80386, for MS Windows",application/x-dosexec,14784,2021-11-14T15:43:11+00:00,2021-11-14,2021-11-18T04:38:26+00:00,2021-11-18,40,66,0.6061,40,fragtor,0.2,fragtor:8;wacatac:1;sabsik:1;zciwf:1;douz:1,trojan,0.35,trojan:14;ransomware:1,Ransom.Win32.Wacatac.oa!s1;Trojan.Fragtor.D5EFD;Win32:Malware-gen;Trojan.Siggen15.32258;malicious.f852a5;Trojan:Win32/Sabsik.FL.B!ml;Gen:Variant.Fragtor.24317 (B);Unsafe;Gen:Variant.Fragtor.24317;Trojan ( 001069281 ),https://www.virustotal.com/gui/file/1e732ca7be350e0706d71ee87e67d4f14712cfe59de597c62d180b05994f382e/detection/f-1e732ca7be350e0706d71ee87e67d4f14712cfe59de597c62d180b05994f382e-1636904591,clasificacion\VirusShare_00499\reportes\reporte\004944f7924a9a0b62c27d73a8152034.json
004a133eab237676b0e5b6e2353c6c44,72d20ce4b10278ca1c2c469971438797ed8ded19,e3323b2640844620e8f51e601e74160205058a07e5086f4f893f881ab7451e71,exe,"PE32 executable (GUI) Intel 80386, for MS Windows, UPX compressed",application/x-dosexec,947205,2021-11-12T18:01:07+00:00,2021-11-12,2021-11-17T12:49:33+00:00,2021-11-17,52,67,0.7761,52,upantix,0.1346,upantix:7;genpack:6;kryptik:4;crypt:3;susgen:1,trojan,0.3269,trojan:17;dropper:1;backdoor:1;downloader:1,Trojan.Malware.121218.susgen;Trojan.Kryptik!1.A862 (CLASSIC);Malware.Win32.Gencirc.10ce997b;Malicious (score: 100);W32.AIDetect.malware1;Packed.Win32.MUPX.Gen@24tbus;Win32.Trojan.Kryptik.bcp;malicious.eab237;Trojan ( 005024591 );Trojan/Generic.ASMalwS.21F1D29,https://www.virustotal.com/gui/file/e3323b2640844620e8f51e601e74160205058a07e5086f4f893f881ab7451e71/detection/f-e3323b2640844620e8f51e601e74160205058a07e5086f4f893f881ab7451e71-1636740067,clasificacion\VirusShare_00499\reportes\reporte\004a133eab237676b0e5b6e2353c6c44.json
004b62e838a3ca116869367d5b066185,a46975591ce1814a4a3624a9e3eabaa9726cd281,2f8b4f97e5193c658e50b313aca64b842dfb65d2ba1246db432e5bf8c209f265,dll,"PE32+ executable (DLL) (GUI) x86-64, for MS Windows",application/x-dosexec,815104,2021-11-09T17:56:32+00:00,2021-11-09,2021-11-17T00:38:50+00:00,2021-11-17,39,67,0.5821,39,dridex,0.1538,dridex:6;mikey:6;kryptik:3;drixed:2;bankerx:2,trojan,0.2564,trojan:10;banker:1,TrojanSpy.Win64.DRIDEX.SMH;Drixed-FJE!004B62E838A3;Malicious (score: 100);Trojan.Siggen15.35047;a variant of Win32/Kryptik.HDWG;W64/Kryptik.FRO.gen!Eldorado;BehavesLike.Win64.Drixed.bc;W64/Dridex.08FB!tr;suspicious;Trojan ( 005601a91 ),https://www.virustotal.com/gui/file/2f8b4f97e5193c658e50b313aca64b842dfb65d2ba1246db432e5bf8c209f265/detection/f-2f8b4f97e5193c658e50b313aca64b842dfb65d2ba1246db432e5bf8c209f265-1636480592,clasificacion\VirusShare_00499\reportes\reporte\004b62e838a3ca116869367d5b066185.json
004ff51294cfa21fd3f437da7c507fcf,7463cad765cc442cdefb5002ba208bf4fe18b15f,ce4a54c879d048a3b0fd2b232a32227e70fa3f16e1d89d8b216f940b9db3d518,,"DOS batch file, ASCII text, with CRLF line terminators",text/x-msdos-batch,11344,2021-11-16T13:53:33+00:00,2021-11-16,2021-11-17T01:52:41+00:00,2021-11-17,23,56,0.4107,23,bomb,0.3043,bomb:7;siggen:1;wacatac:1;expkit:1,trojan,0.3043,trojan:7,Trojan.BAT.Bomb.4!c;Malicious (score: 99);BAT.Siggen.166;BAT/Bomb.I;BAT/Bomb.A;Bat.Trojan.Bomb.Bnz;BAT/Bomb.I!tr;Gen:Heur.Bat.1;Trojan.Bomb/BAT!1.DA49 (CLASSIC);Script:SNH-gen [Trj],https://www.virustotal.com/gui/file/ce4a54c879d048a3b0fd2b232a32227e70fa3f16e1d89d8b216f940b9db3d518/detection/f-ce4a54c879d048a3b0fd2b232a32227e70fa3f16e1d89d8b216f940b9db3d518-1637070813,clasificacion\VirusShare_00499\reportes\reporte\004ff51294cfa21fd3f437da7c507fcf.json
005123e6ead36d266acdd6e4eadbcaca,acd2de21ad729f109fa3540f0b759d3ca8080b4f,75467f19118b799f8f4c9277a413908a5275cc6f6f02d8f74952669c0b14bdd8,pdf,"PDF document, version 1.4",application/pdf,89349,2021-11-15T07:16:32+00:00,2021-11-15,2021-11-17T15:57:20+00:00,2021-11-17,26,60,0.4333,26,,0.0,gerphish:1;camelot:1;malurl:1,phishing,0.3846,phishing:10;trojan:6;stealer:2,Trojan.WIN32.stealer.phishing.e;HTML/Malicious.PDF.Gen2;Malicious (score: 99);Pdf.Trojan.Spam.Bxh;PDF/Phishing.4BCA!tr;Trojan/Generic.ASMalwRG.150;PDF/Phishing.Agent.NDP;PDF:PhishingX-gen [Phish];PDF.Spam.Heur.1;BehavesLike.PDF.Suspicious.mb,https://www.virustotal.com/gui/file/75467f19118b799f8f4c9277a413908a5275cc6f6f02d8f74952669c0b14bdd8/detection/f-75467f19118b799f8f4c9277a413908a5275cc6f6f02d8f74952669c0b14bdd8-1636960592,clasificacion\VirusShare_00499\reportes\reporte\005123e6ead36d266acdd6e4eadbcaca.json
00534a141cf0bc96a419031bb2dc2c6d,69036629748eb05fd4dfa118f5c49e2a635dd80d,2ac496bb1a0f1a501eafef42de6e457d2a48b1f778023eead7f8484afbf18f5f,exe,"PE32 executable (console) Intel 80386, for MS Windows",application/x-dosexec,309760,2021-11-13T11:46:51+00:00,2021-11-13,2021-11-17T08:54:00+00:00,2021-11-17,31,68,0.4559,31,explorerhijack,0.2258,explorerhijack:7;kryptik:2;gxzm:2;zexaf:1;susgen:1,trojan,0.4194,trojan:13;pua:1;dropper:1,Unsafe;Malicious (score: 100);a variant of Win32/Kryptik.GXZM;Gen:NN.ZexaF.34266.suW@a8!o0loi;W32/Kryptik.GXZM!tr;suspicious;Gen:Trojan.ExplorerHijack.suW@a8!o0loi;Trojan.Malware.300983.susgen;Unsafe.AI_Score_99%;Win64:Malware-gen,https://www.virustotal.com/gui/file/2ac496bb1a0f1a501eafef42de6e457d2a48b1f778023eead7f8484afbf18f5f/detection/f-2ac496bb1a0f1a501eafef42de6e457d2a48b1f778023eead7f8484afbf18f5f-1636804011,clasificacion\VirusShare_00499\reportes\reporte\00534a141cf0bc96a419031bb2dc2c6d.json
0055d7af66054816936cd36bac1dfe8f,1c67ca3c965067225e61991a190028678cc22c23,51551c66c43ab14df013053942a0b1da00f30b20445d4171abe086cfb24b9c77,pdf,"PDF document, version 1.4",application/pdf,85969,2021-11-15T03:40:35+00:00,2021-11-15,2021-11-17T17:40:06+00:00,2021-11-17,26,60,0.4333,26,,0.0,gerphish:1;camelot:1;malurl:1,phishing,0.3846,phishing:10;trojan:7;stealer:2,PDF.Spam.Heur.1;Malicious (score: 99);Trojan/Generic.ASMalwRG.150;PDF/Phishing.4BCA!tr;Trojan.WIN32.stealer.phishing.e;PDF.Spam.Heur.1;Trojan.Phishing!1.D9C3 (CLASSIC);PDF.Trojan-Stealer.Phishing.E;PDF.Z.Agent.85969.BU;Trojan.PDF.Phishing,https://www.virustotal.com/gui/file/51551c66c43ab14df013053942a0b1da00f30b20445d4171abe086cfb24b9c77/detection/f-51551c66c43ab14df013053942a0b1da00f30b20445d4171abe086cfb24b9c77-1636947635,clasificacion\VirusShare_00499\reportes\reporte\0055d7af66054816936cd36bac1dfe8f.json
00569993aaa2243ca6cdd5629e698333,7f60fb17af8f5363559cf569d52cd535a7e167ca,bcac7c52b6aa6a4aa786f7ffd135ea7c9d4a4bd1ac348601df6b7b077b3b4a9b,,"DOS batch file, ASCII text, with CRLF line terminators",text/x-msdos-batch,5920,2021-11-14T16:18:40+00:00,2021-11-14,2021-11-18T08:05:32+00:00,2021-11-18,15,49,0.3061,15,bomb,0.3333,bomb:5,trojan,0.2,trojan:3,Trojan.BAT.Bomb.f;Gen:Heur.Bat.1;Gen:Heur.Bat.1;BAT/Bomb.A;Script:SNH-gen [Trj];Trojan/Generic.ASMalwRG.158;Gen:Heur.Bat.1;BAT/Bomb.I!tr;malware (ai score=88);Gen:Heur.Bat.1,https://www.virustotal.com/gui/file/bcac7c52b6aa6a4aa786f7ffd135ea7c9d4a4bd1ac348601df6b7b077b3b4a9b/detection/f-bcac7c52b6aa6a4aa786f7ffd135ea7c9d4a4bd1ac348601df6b7b077b3b4a9b-1636906720,clasificacion\VirusShare_00499\reportes\reporte\00569993aaa2243ca6cdd5629e698333.json
0058277eecb83d52e01d8cbb572a0be0,f57c90f10eaed2a1950875e576ea91a26db1d55b,f8675dd4ca9b9435e705e5e752024536eb62cc83e1ec2c8dd69b34586547fd97,exe,"PE32 executable (GUI) Intel 80386, for MS Windows",application/x-dosexec,3465516,2021-11-17T15:04:19+00:00,2021-11-17,2021-11-18T04:40:56+00:00,2021-11-18,51,67,0.7612,51,bulz,0.1373,bulz:7;servstart:4;nitol:3;botx:2;ddos:2,trojan,0.2353,trojan:12;backdoor:2;worm:1;downloader:1,Trojan.Win32.Agent.vb!s1;Trojan.Bulz.D775;Win32:BotX-gen [Trj];Mal/Generic-R + Troj/AutoG-CW;Trojan.DownLoader24.62054;Gen:Variant.Bulz.1909;Malware.AI.1626371177;DDoS:Win32/Nitol.A;Trojan/Generic.ASMalwS.206D8EA;Gen:Variant.Bulz.1909 (B),https://www.virustotal.com/gui/file/f8675dd4ca9b9435e705e5e752024536eb62cc83e1ec2c8dd69b34586547fd97/detection/f-f8675dd4ca9b9435e705e5e752024536eb62cc83e1ec2c8dd69b34586547fd97-1637161459,clasificacion\VirusShare_00499\reportes\reporte\0058277eecb83d52e01d8cbb572a0be0.json
00596fc83e09e9347eddb7ef34027892,31ab152a6e23fca1fe937f9c9e416b48c6820846,f8267f629be2a8d0250c4cc127ba3bd85df43f3c4100f6697ed37486a2872165,pdf,"PDF document, version 1.4",application/pdf,83974,2021-11-14T17:36:49+00:00,2021-11-14,2021-11-17T07:24:54+00:00,2021-11-17,24,59,0.4068,24,,0.0,gerphish:1;camelot:1,phishing,0.3333,phishing:8;trojan:7;stealer:1,PDF.Z.Agent.83974.CL;Malicious (score: 99);PDF.Phisher.300;PDF/Phishing.Agent.NDP;PDF/Gerphish.N.gen!Camelot;Pdf.Trojan.Spam.Bxp;BehavesLike.PDF.Suspicious.mb;Pdf.Trojan.A3083646;Trojan.Gen.NPE;PDF/Phishing.A!tr,https://www.virustotal.com/gui/file/f8267f629be2a8d0250c4cc127ba3bd85df43f3c4100f6697ed37486a2872165/detection/f-f8267f629be2a8d0250c4cc127ba3bd85df43f3c4100f6697ed37486a2872165-1636911409,clasificacion\VirusShare_00499\reportes\reporte\00596fc83e09e9347eddb7ef34027892.json
005c0895a8e5e565cf8546f99863f053,901a4319c659803c9f4c3e9ad1f1e0f4823d92db,d2577afee45eb4086036d4170d9e9b3df010dbdec152032eb933c4f645dc9c36,pdf,"PDF document, version 1.4",application/pdf,68423,2021-11-15T14:34:51+00:00,2021-11-15,2021-11-18T07:32:54+00:00,2021-11-18,26,60,0.4333,26,,0.0,gerphish:1;camelot:1;malurl:1,phishing,0.4231,phishing:11;trojan:7;stealer:2,PDF.Spam.Heur.1;PDF.Spam.Heur.1;PDF/Gerphish.N.gen!Camelot;PDF:PhishingX-gen [Phish];Trojan.WIN32.stealer.phishing.e;PDF.Trojan-Stealer.Phishing.E;Pdf.Trojan.Spam.Bxs;PDF.Z.Agent.68423.A;Trojan.Gen.NPE;Trojan/Generic.ASMalwRG.150,https://www.virustotal.com/gui/file/d2577afee45eb4086036d4170d9e9b3df010dbdec152032eb933c4f645dc9c36/detection/f-d2577afee45eb4086036d4170d9e9b3df010dbdec152032eb933c4f645dc9c36-1636986891,clasificacion\VirusShare_00499\reportes\reporte\005c0895a8e5e565cf8546f99863f053.json
005d354f4518252fde53346c6acb62a2,9929820175ce170021fab56cc5611103abbafdbb,e6b9fc6fcd60f6ec4863c965733d899dc2e6483ac1854816ed5ffba05739e7e0,pdf,"PDF document, version 1.4",application/pdf,84168,2021-11-12T22:38:18+00:00,2021-11-12,2021-11-17T02:17:54+00:00,2021-11-17,25,60,0.4167,25,,0.0,camelot:1;malurl:1;sabsik:1,phishing,0.48,phishing:12;trojan:6;stealer:1,Malicious (score: 99);PDF.Phisher.300;PDF/Phishing.Agent.NDP;PDF/Phish.U.gen!Camelot;BehavesLike.PDF.Suspicious.mb;PDF.Phishing.44564;PDF/Phishing.818B!tr;Trojan.Phishing/PDF!1.D8B8 (CLASSIC);Trojan.Phishing.e;PDF:PhishingX-gen [Phish],https://www.virustotal.com/gui/file/e6b9fc6fcd60f6ec4863c965733d899dc2e6483ac1854816ed5ffba05739e7e0/detection/f-e6b9fc6fcd60f6ec4863c965733d899dc2e6483ac1854816ed5ffba05739e7e0-1636756698,clasificacion\VirusShare_00499\reportes\reporte\005d354f4518252fde53346c6acb62a2.json
005e5c248ec6840aedad0ee840488e58,e12e1507526fe47417af9911a56cbcd447c02d07,c9d5e4f87809ef0e6a53efb9ae140538a9d6b929713040996d8c258cdffc75ed,pdf,"PDF document, version 1.4",application/pdf,50183,2021-11-14T12:39:20+00:00,2021-11-14,2021-11-18T08:00:16+00:00,2021-11-18,28,59,0.4746,28,,0.0,obfuscated:1;spammed:1;wacatac:1,phishing,0.3571,phishing:10;trojan:6;stealer:2,PDF.Spam.Heur.2;PDF.Spam.Heur.2;URL/Phish.BO.gen!Eldorado;Malware.Generic-HTML.Save.fc35b7d8;PDF:PhishingX-gen [Phish];PDF.Trojan-Stealer.Phish.HW;PDF.Z.Agent.50183.BN;Trojan.Gen.NPE;BehavesLike.PDF.Obfuscated.pb;PDF.Spam.Heur.2,https://www.virustotal.com/gui/file/c9d5e4f87809ef0e6a53efb9ae140538a9d6b929713040996d8c258cdffc75ed/detection/f-c9d5e4f87809ef0e6a53efb9ae140538a9d6b929713040996d8c258cdffc75ed-1636893560,clasificacion\VirusShare_00499\reportes\reporte\005e5c248ec6840aedad0ee840488e58.json
005eb54ba42cb42385cfc109ca738418,7203a203440a87f7bdb166b8f1125bce5e61e479,087fdee7e8fdf6f067b4a592ef12ce11d3a6c7ed8775c31cbbb9a08c86bb4708,exe,"PE32 executable (console) Intel 80386 (stripped to external PDB), for MS Windows, UPX compressed",application/x-dosexec,1606656,2021-11-10T12:15:37+00:00,2021-11-10,2021-11-17T10:37:27+00:00,2021-11-17,37,63,0.5873,37,fragtor,0.1351,fragtor:5;kryptik:3;coinminerx:2;crypt:2;injector:2,trojan,0.2973,trojan:11;miner:2;virus:1,Trojan.Malware.300983.susgen;Trojan.Kryptik!1.D12D (CLASSIC);Malicious (score: 100);Packer.NSAnti.Gen (v);Packed.Win32.MUPX.Gen@24tbus;Trojan ( 0057ffc71 );Trojan/Generic.ASBOL.C68A;a variant of Win32/Kryptik.HITO;Win32:CoinminerX-gen [Trj];W32/Kryptik.EAHK!tr,https://www.virustotal.com/gui/file/087fdee7e8fdf6f067b4a592ef12ce11d3a6c7ed8775c31cbbb9a08c86bb4708/detection/f-087fdee7e8fdf6f067b4a592ef12ce11d3a6c7ed8775c31cbbb9a08c86bb4708-1636546537,clasificacion\VirusShare_00499\reportes\reporte\005eb54ba42cb42385cfc109ca738418.json
005f8e81c0a1704cc247b96b99f4432e,ca2fa9c04098f61191cf69097dce629235c62b4b,dea7c0635ca3c2ce3ad26fdfa84b2e4b0f726d3483c706a9fa3408886e6d913b,pdf,"PDF document, version 1.4",application/pdf,75503,2021-11-16T15:05:41+00:00,2021-11-16,2021-11-17T21:16:25+00:00,2021-11-17,16,58,0.2759,16,,0.0,camelot:1;minerva:1;hwkjw:1;malurl:1,phishing,0.625,phishing:10;trojan:6;stealer:1,Malicious (score: 99);Trojan/Generic.ASMalwRG.151;PDF/Phishing.4BCA!tr;Trojan.Phishing.e;Trojan.Phishing!1.D9C3 (CLASSIC);PDF.Trojan-Stealer.Phishing.E;PDF.Z.Agent.75503.DY;Trojan.PDF.Phishing;PDF.Phisher.300;PDF/Phish.U.gen!Camelot,https://www.virustotal.com/gui/file/dea7c0635ca3c2ce3ad26fdfa84b2e4b0f726d3483c706a9fa3408886e6d913b/detection/f-dea7c0635ca3c2ce3ad26fdfa84b2e4b0f726d3483c706a9fa3408886e6d913b-1637075141,clasificacion\VirusShare_00499\reportes\reporte\005f8e81c0a1704cc247b96b99f4432e.json
0061d8b383e973d4675b1111d8121abd,ff5d560b36097d89730f6db44efe5a69e54bd2a8,d86954e25e7762856e5745d202216d2fda9f3aa4331cd5645aed8d5d831c0fde,exe,"PE32 executable (GUI) Intel 80386, for MS Windows",application/x-dosexec,192746,2021-11-16T18:09:08+00:00,2021-11-16,2021-11-17T12:41:56+00:00,2021-11-17,48,66,0.7273,48,strictor,0.1042,strictor:5;vbclone:5;ajku:2;susgen:1;aidetect:1,trojan,0.375,trojan:18;dropper:1,Trojan.Malware.121218.susgen;Gen:Variant.Strictor.263260 (B);Trojan/W32.VB-Agent.192746.B;Trojan.VBClone!1.BE37 (CLASSIC);Malicious (score: 100);W32.AIDetect.malware1;TrojWare.Win32.VBClone.B@88ji29;malicious.383e97;P2PWorm ( 005499db1 );Trojan/Generic.ASBOL.C594,https://www.virustotal.com/gui/file/d86954e25e7762856e5745d202216d2fda9f3aa4331cd5645aed8d5d831c0fde/detection/f-d86954e25e7762856e5745d202216d2fda9f3aa4331cd5645aed8d5d831c0fde-1637086148,clasificacion\VirusShare_00499\reportes\reporte\0061d8b383e973d4675b1111d8121abd.json
